{'Coin': 'ETH', 'Profit': 1.0090921527173238, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 156.2022, 'bid': 159.3578}, 'Bid': {'ask': 160.82, 'bid': 160.82}}
{'Coin': 'ZEC', 'Profit': 1.0024104559271572, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'ShapeShift', 'Ask_Spread': {'ask': 60.68699999999999, 'bid': 61.913}, 'Bid': {'ask': 62.06259916, 'bid': 63.527033611518206}}
{'Coin': 'ETH', 'Profit': 1.0031801503225424, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 165.09734999999998, 'bid': 168.43265}, 'Bid': {'ask': 168.97, 'bid': 168.97}}
{'Coin': 'XRP', 'Profit': 1.0010881498224087, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.30323700000000003, 'bid': 0.309363}, 'Bid': {'ask': 0.3097, 'bid': 0.3097}}
{'Coin': 'BTC', 'Profit': 1.0040094483598263, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5693.3019, 'bid': 5808.3181}, 'Bid': {'ask': 5831.7, 'bid': 5831.7}}
{'Coin': 'LTC', 'Profit': 1.003193125, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 78.16544999999999, 'bid': 79.74455}, 'Bid': {'ask': 80.0, 'bid': 80.0}}
{'Coin': 'ETC', 'Profit': 1.006917537027683, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 5.9741550000000005, 'bid': 6.094845}, 'Bid': {'ask': 6.1373, 'bid': 6.1373}}
{'Coin': 'ZEC', 'Profit': 1.0052538560411313, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 60.68699999999999, 'bid': 61.913}, 'Bid': {'ask': 62.24, 'bid': 62.24}}
{'Coin': 'ZRX', 'Profit': 1.0034282864267903, 'Ask_Exchange': 'CoinBase', 'Bid_Exchange': 'Binance', 'Ask_Spread': {'ask': 0.27419832, 'bid': 0.27973768}, 'Bid': {'ask': 0.2807, 'bid': 0.2807}}
{'Coin': 'XRP', 'Profit': 1.000378416643309, 'Ask_Exchange': 'Binance', 'Bid_Exchange': 'ShapeShift', 'Ask_Spread': {'ask': 0.3097, 'bid': 0.3097}, 'Bid': {'ask': 0.30981724, 'bid': 0.31671172656363705}}
{'Coin': 'BTC', 'Profit': 1.0011269360843558, 'Ask_Exchange': 'Binance', 'Bid_Exchange': 'ShapeShift', 'Ask_Spread': {'ask': 5831.7, 'bid': 5831.7}, 'Bid': {'ask': 5838.27936769, 'bid': 5950.609937518596}}
